Version,Date_of_report,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2,2021-11-24,2021-09-02,9027,Druten,3404778765347.0
2,2021-11-24,2021-09-02,12012,Everstekoog,10549477395604.0
2,2021-11-24,2021-09-02,9012,Geldermalsen,6565379748774.0
2,2021-11-24,2021-09-02,17065,Groot-Ammers,16877783314283.0
2,2021-11-24,2021-09-02,16011,Groenedijk,15622644378548.0
2,2021-11-24,2021-09-02,13012,Haarlem Schalkwijk,39415342926685.0
2,2021-11-24,2021-09-02,25025,Halsteren,826601844880.0
2,2021-11-24,2021-09-02,27005,Hapert,2171624515254.0
2,2021-11-24,2021-09-02,17026,Hardinxveld-Giessendam,19844546415576.0
2,2021-11-24,2021-09-02,11004,Hilversum,2905783616516.0
2,2021-11-24,2021-09-02,30015,Hoensbroek,9314629567692.0
2,2021-11-24,2021-09-02,10036,Houten,4283646813656.0
2,2021-11-24,2021-09-02,11012,Huizen,17731453850178.0
2,2021-11-24,2021-09-02,16009,Kortenoord,18747965328463.0
2,2021-11-24,2021-09-02,17063,Leerdam,2234176541708.0
2,2021-11-24,2021-09-02,14003,Leidsche Rijn,4719210917497.0
2,2021-11-24,2021-09-02,13034,Lisse,4617541771857.0
2,2021-11-24,2021-09-02,10038,Lopik,2043221576955.0
2,2021-11-24,2021-09-01,5011,Denekamp,3694027760254.0
2,2021-11-24,2021-09-01,5002,Enschede,18614630388848.0
2,2021-11-24,2021-09-01,5018,Ootmarsum,425975245145.0
2,2021-11-24,2021-09-01,2024,Sloten,667310410816.0
2,2021-11-24,2021-09-01,5004,Vriezenveen,6096572377156.0
2,2021-11-24,2021-08-31,2030,Workum,38570820773818.0
2,2021-11-24,2021-09-01,5020,Almelo-Sumpel,2826785809404.0
2,2021-11-24,2021-09-01,5005,Tubbergen,197171562241.0
2,2021-11-24,2021-09-01,2025,Akkrum,4368557755034.0
2,2021-11-24,2021-09-02,2020,Ameland,667236676979.0
2,2021-11-24,2021-09-02,8019,Bennekom,2649719789011.0
2,2021-11-24,2021-09-02,22013,Breskens,12282162480514.0
2,2021-11-24,2021-09-02,4025,Dalfsen,3975551800486.0
2,2021-11-24,2021-09-02,5011,Denekamp,5777397696714.0
2,2021-11-24,2021-09-02,3032,Dieverbrug,443754855347.0
2,2021-11-24,2021-09-02,8021,Ede,11510658233872.0
2,2021-11-24,2021-09-02,33001,Foxhol,2889384433073.0
2,2021-11-24,2021-09-02,4005,Genemuiden,1133313728377.0
2,2021-11-24,2021-09-02,3031,Gieten,1606172044174.0
2,2021-11-24,2021-09-02,5001,Haaksbergen,21771047178962.0
2,2021-11-24,2021-09-01,2031,Heerenveen,31836528524526.0
2,2021-11-24,2021-09-02,4018,Heino,381676034593.0
2,2021-11-24,2021-09-02,5017,Hengelo,6767817671948.0
2,2021-11-24,2021-09-02,1026,Hoogezand,5698778841168.0
2,2021-11-24,2021-09-02,2022,Joure,2060544916229.0
2,2021-11-24,2021-09-02,4023,Kampen,3492877957278.0
2,2021-11-24,2021-09-02,3014,Meppel,18461332195606.0
2,2021-11-24,2021-09-02,5023,Nijverdal,3712084175063.0
2,2021-11-24,2021-09-02,22012,Oostburg,10085697106572.0
2,2021-11-24,2021-09-02,22008,Retranchement,4376632855390.0
2,2021-11-24,2021-09-02,5022,Rijssen,21726151172391.0
2,2021-11-24,2021-09-02,1039,Scheemda,4296694264828.0
2,2021-11-24,2021-09-02,2041,Schiermonnikoog,27004310873769.0
2,2021-11-24,2021-09-01,2018,Sneek,10054460836744.0
2,2021-11-24,2021-09-01,5017,Hengelo,23850745747348.0
2,2021-11-24,2021-09-02,25017,Nieuwveer,8401966951899.0
2,2021-11-24,2021-09-02,17056,Oude Tonge,13226192761428.0
2,2021-11-24,2021-09-02,17011,Ridderkerk,7966183464895.0
2,2021-11-24,2021-09-02,17057,Rozenburg,44539110147827.0
2,2021-11-24,2021-09-02,1038,Scheve Klap,0.0
2,2021-11-24,2021-09-01,2016,Wolvega,6696989712034.0
2,2021-11-24,2021-09-02,1025,Zuidhorn,1582403224754.0
2,2021-11-24,2021-09-02,4026,Zwolle,11322916816957.0
2,2021-11-24,2021-09-05,7002,Aalten,2397649987890.0
2,2021-11-24,2021-09-05,30007,Bosscherveld,34746934217032.0
2,2021-11-24,2021-09-05,15008,Harnaschpolder,14106096236208.0
2,2021-11-24,2021-09-05,30016,Heugem,2326782730343.0
2,2021-11-24,2021-09-03,15005,Houtrust,35033448183707.0
2,2021-11-24,2021-09-05,30014,Kerkrade,9128711683294.0
2,2021-11-24,2021-09-05,30003,Limmel,9638774096270.0
2,2021-11-24,2021-09-05,30018,Meijel,1240966313262.0
2,2021-11-24,2021-09-05,7021,Olburgen,37633513962816.0
2,2021-11-24,2021-09-05,30023,Panheel,8694529808343.0
2,2021-11-24,2021-09-05,30024,Roermond,7985919218443.0
2,2021-11-24,2021-09-05,30020,Venray,12805096750105.0
2,2021-11-24,2021-09-05,30019,Wijlre,17918286378095.0
2,2021-11-24,2021-09-02,30025,Gennep,1071702455369.0
2,2021-11-24,2021-09-02,12001,Heiloo,18153817484684.0
2,2021-11-24,2021-09-02,30013,Rimburg,1125266211501.0
2,2021-11-24,2021-09-02,30024,Roermond,9674624377949.0
2,2021-11-24,2021-09-02,7014,Ruurlo,3941281201991.0
2,2021-11-24,2021-09-02,30017,Venlo,8694873502449.0
2,2021-11-24,2021-09-02,30020,Venray,7663806039552.0
2,2021-11-24,2021-08-31,4024,Hardenberg,10747007566671.0
2,2021-11-24,2021-09-02,29002,Oijen,22787155005740.0
2,2021-11-24,2021-09-03,2021,Damwoude,3583668733304.0
2,2021-11-24,2021-09-03,2028,Dokkum,1829634621514.0
2,2021-11-24,2021-09-03,2012,Drachten,7256283467556.0
2,2021-11-24,2021-09-03,2038,Franeker,53990357524156.0
2,2021-11-24,2021-09-03,2032,Harlingen,1422788237081.0
2,2021-11-24,2021-09-03,2019,Kootstertille,14056412511650.0
2,2021-11-24,2021-09-03,2017,Sint Annaparochie,5622822625311.0
2,2021-11-24,2021-09-05,6005,Almere,9632043094773.0
2,2021-11-24,2021-09-05,3010,Assen,6021577180861.0
2,2021-11-24,2021-09-05,3032,Dieverbrug,7169939924822.0
2,2021-11-24,2021-09-05,6003,Dronten,7652645357853.0
2,2021-11-24,2021-09-05,33001,Foxhol,4635314411513.0
2,2021-11-24,2021-09-05,4005,Genemuiden,247535234607.0
2,2021-11-24,2021-09-05,30025,Gennep,2287410323291.0
2,2021-11-24,2021-09-05,3031,Gieten,411022581452.0
2,2021-11-24,2021-09-05,1026,Hoogezand,2842555299412.0
2,2021-11-24,2021-09-05,30015,Hoensbroek,14027215488903.0
2,2021-11-24,2021-09-03,24001,Hulst,0.0
2,2021-11-24,2021-09-03,24002,Kloosterzande,1571056613759.0
2,2021-11-24,2021-09-05,30013,Rimburg,11409126815842.0
2,2021-11-24,2021-09-05,30011,Simpelveld,21732049193310.0
2,2021-11-24,2021-09-05,30021,Stein,5441296459249.0
2,2021-11-24,2021-09-03,30022,Susteren,17914755000291.0
2,2021-11-24,2021-09-03,23002,Terneuzen,9515809578171.0
2,2021-11-24,2021-09-05,1045,Veendam,165866167305.0
2,2021-11-24,2021-09-05,30005,Weert,9707381974078.0
2,2021-11-24,2021-09-05,20009,Waarde,13584217019801.0
2,2021-11-24,2021-09-03,20011,Willem Annapolder,5928951682099.0
2,2021-11-24,2021-09-03,2029,Birdaard,12809935268866.0
2,2021-11-24,2021-09-03,2013,Burgum,6855873866515.0
2,2021-11-24,2021-09-03,2036,Grouw,11001789487238.0
2,2021-11-24,2021-09-03,2002,Oosterwolde,5223987982560.0
2,2021-11-24,2021-09-04,8025,Terwolde,11817385931682.0
2,2021-11-24,2021-09-05,28003,Aarle-Rixtel,1519444668871.0
2,2021-11-24,2021-09-05,12006,Alkmaar,36009235015723.0
2,2021-11-24,2021-09-05,11005,Amstelveen,25752318125073.0
2,2021-11-24,2021-09-05,11014,Amsterdam West,34797608129660.0
2,2021-11-24,2021-09-05,9016,Arnhem,23893758407598.0
2,2021-11-24,2021-09-05,9013,Asperen,3708177920948.0
2,2021-11-24,2021-09-05,25021,Bath,11197827106767.0
2,2021-11-24,2021-09-05,12014,Beemster,8582775373522.0
2,2021-11-24,2021-09-05,9031,Beesd,4933097894814.0
2,2021-11-24,2021-09-04,1046,Bellingwolde,344528426294.0
2,2021-11-24,2021-09-03,11008,Blaricum,3721186125218.0
2,2021-11-24,2021-09-05,13042,Bodegraven,17908220351856.0
2,2021-11-24,2021-09-04,12023,Den Helder,37011146836788.0
2,2021-11-24,2021-09-05,12023,Den Helder,38676183820664.0
2,2021-11-24,2021-09-05,12012,Everstekoog,43346017242871.0
2,2021-11-24,2021-09-05,9012,Geldermalsen,4151603039382.0
2,2021-11-24,2021-09-05,17065,Groot-Ammers,6132557899751.0
2,2021-11-24,2021-09-05,9038,Gendt,4459009307381.0
2,2021-11-24,2021-09-05,17048,Goedereede,7356382770465.0
2,2021-11-24,2021-09-05,9037,Gorinchem,16999665976086.0
2,2021-11-24,2021-09-05,9040,Haaften,18283910772114.0
2,2021-11-24,2021-09-05,17026,Hardinxveld-Giessendam,17923237686855.0
2,2021-11-24,2021-09-05,12001,Heiloo,2319507571307.0
2,2021-11-24,2021-09-05,17041,Hellevoetsluis,8187529572073.0
2,2021-11-24,2021-09-05,11004,Hilversum,25616049126797.0
2,2021-11-24,2021-09-04,17070,Hoogvliet,23061947922773.0
2,2021-11-24,2021-09-05,11013,Horstermeer,68898705450813.0
2,2021-11-24,2021-09-05,11012,Huizen,17584365994998.0
2,2021-11-24,2021-09-03,13003,Velsen,9782538934934.0
2,2021-11-24,2021-09-03,13005,Zwanenburg,25341423453843.0
2,2021-11-24,2021-09-04,17043,Strijen,3319222622527.0
2,2021-11-24,2021-09-04,32002,Tilburg,9152679943975.0
2,2021-11-24,2021-09-04,27004,Boxtel,3921993003969.0
2,2021-11-24,2021-09-03,13039,Gouda,15937706083299.0
2,2021-11-24,2021-09-05,17079,Barendrecht,73624212468360.0
2,2021-11-24,2021-09-05,17067,Haastrecht,0.0
2,2021-11-24,2021-09-05,13041,Katwijk,3680854772205.0
2,2021-11-24,2021-09-04,12016,Katwoude,20594256900293.0
2,2021-11-24,2021-09-05,12016,Katwoude,8997840065147.0
2,2021-11-24,2021-09-05,25027,Lage Zwaluwe,0.0
2,2021-11-24,2021-09-05,13046,Leiden Noord,7662593502262.0
2,2021-11-24,2021-09-05,13033,Leiden Zuid-West,8583586829233.0
2,2021-11-24,2021-09-05,13030,Leimuiden,913061915803.0
2,2021-11-24,2021-09-05,6004,Lelystad,31842614513387.0
2,2021-11-24,2021-09-05,10037,Loenen,6543874342975.0
2,2021-11-24,2021-09-05,17055,Middelharnis,765638195048.0
2,2021-11-24,2021-09-05,9042,Millingen Aan De Rijn,23389452688779.0
2,2021-11-24,2021-09-05,15004,Nieuwe Waterweg,1543472834007.0
2,2021-11-24,2021-09-05,13047,Nieuwe Wetering,4466218296353.0
2,2021-11-24,2021-09-05,17066,Numansdorp,289066622501.0
2,2021-11-24,2021-09-05,17075,Ooltgensplaat,204820096441.0
2,2021-11-24,2021-09-05,12026,Oosthuizen,14979476609963.0
2,2021-11-24,2021-09-05,17040,Oostvoorne,1216980050974.0
2,2021-11-24,2021-09-04,17045,Oud-Beijerland,2263543915416.0
2,2021-11-24,2021-09-04,1027,Oude Pekela,657136542801.0
2,2021-11-24,2021-09-03,17067,Haastrecht,5043514753779.0
2,2021-11-24,2021-09-03,17005,Stolwijk,627109728941.0
2,2021-11-24,2021-09-04,17061,Dokhaven,42245201567851.0
2,2021-11-24,2021-09-01,13035,Alphen Noord,2752485060859.0
2,2021-11-24,2021-09-05,17013,Papendrecht,8061446100526.0
2,2021-11-24,2021-09-04,17054,Piershil,10099374901801.0
2,2021-11-24,2021-09-05,17011,Ridderkerk,23247079062554.0
2,2021-11-24,2021-09-05,10034,Ronde Venen,28970333800747.0
2,2021-11-24,2021-09-05,17057,Rozenburg,13028970906170.0
2,2021-11-24,2021-09-05,17076,Schelluinen,14660841332101.0
2,2021-11-24,2021-09-05,26005,Sleeuwijk,11305758219402.0
2,2021-11-24,2021-09-05,17052,Sliedrecht,9765721739339.0
2,2021-11-24,2021-09-05,27006,Soerendonk,13431323256934.0
2,2021-11-24,2021-09-04,1008,Stadskanaal,10034119952867.0
2,2021-11-24,2021-09-05,4020,Steenwijk,2390063966816.0
2,2021-11-24,2021-09-05,17005,Stolwijk,3280495523468.0
2,2021-11-24,2021-09-05,17043,Strijen,5633677159310.0
2,2021-11-24,2021-09-04,1010,Ter Apel,41957314280798.0
2,2021-11-24,2021-09-05,2026,Terschelling,13521286418847.0
2,2021-11-24,2021-09-05,8025,Terwolde,4123092412967.0
2,2021-11-24,2021-09-05,32002,Tilburg,8730949560107.0
2,2021-11-24,2021-09-05,4027,Tollebeek,13566147701744.0
2,2021-11-24,2021-09-04,3023,Tweede Exloermond,0.0
2,2021-11-24,2021-09-05,11006,Uithoorn,2590654430528.0
2,2021-11-24,2021-09-05,12024,Ursem,5247339940778.0
2,2021-11-24,2021-09-05,17029,Vianen,13464146242030.0
2,2021-11-24,2021-09-05,2040,Vlieland,17111021450157.0
2,2021-11-24,2021-09-05,4017,Vollenhove,4973532658519.0
2,2021-11-24,2021-09-05,21001,Walcheren,1871248140708.0
2,2021-11-24,2021-09-05,11010,Weesp,3357737166254.0
2,2021-11-24,2021-09-03,12021,Wervershoof,40708882227011.0
2,2021-11-24,2021-09-05,12021,Wervershoof,2491142668774.0
2,2021-11-24,2021-09-05,31005,Westpoort,11195324137597.0
2,2021-11-24,2021-09-04,12018,Wieringen,3433744720207.0
2,2021-11-24,2021-09-05,12018,Wieringen,3111435662365.0
2,2021-11-24,2021-09-03,12025,Wieringermeer,1183788102556.0
2,2021-11-24,2021-09-05,12025,Wieringermeer,760478541891.0
2,2021-11-24,2021-09-03,12010,Zaandam-Oost,14706626006135.0
2,2021-11-24,2021-09-05,9041,Zaltbommel,2477370487281.0
2,2021-11-24,2021-09-05,6006,Zeewolde,4116850633396.0
2,2021-11-24,2021-09-05,9032,Zetten,726905242811.0
2,2021-11-24,2021-09-05,17078,Zwijndrecht,4083685311851.0
2,2021-11-24,2021-09-01,2029,Birdaard,20237528830948.0
2,2021-11-24,2021-09-02,31005,Westpoort,80519029267758.0
2,2021-11-24,2021-09-02,5020,Almelo-Sumpel,4576815406769.0
2,2021-11-24,2021-08-25,1008,Stadskanaal,11453830488729.0
2,2021-11-24,2021-08-17,5015,Losser,12708128326521.0
2,2021-11-24,2021-08-12,30024,Roermond,7960826333688.0
2,2021-11-24,2021-08-02,5016,Goor,10491425380419.0
2,2021-11-24,2021-09-04,22013,Breskens,5718783025428.0
2,2021-11-24,2021-09-02,15007,De Groote Lucht,63254222096234.0
2,2021-11-24,2021-09-04,22012,Oostburg,0.0
2,2021-11-24,2021-09-04,22008,Retranchement,30187678844141.0
2,2021-11-24,2021-09-02,10035,Rhenen,9600086446488.0
2,2021-11-24,2021-09-02,14002,Woerden,339501722531790.0
2,2021-11-24,2021-09-02,10001,Zeist,41084205822953.0
2,2021-11-24,2021-09-06,11005,Amstelveen,37725230687425.0
2,2021-11-24,2021-09-06,11014,Amsterdam West,57986401779663.0
2,2021-11-24,2021-09-06,3010,Assen,3749698267825.0
2,2021-11-24,2021-09-06,22013,Breskens,11332155952347.0
2,2021-11-24,2021-09-06,1044,Delfzijl,7516758811241.0
2,2021-11-24,2021-09-06,3030,Eelde,1273053126807.0
2,2021-11-24,2021-09-06,8017,Epe,16712538372253.0
2,2021-11-24,2021-09-06,1034,Feerwerd,5895379644707.0
2,2021-11-24,2021-09-06,1031,Gaarkeuken,7399848724577.0
2,2021-11-24,2021-09-06,1033,Garmerwolde,43454204786012.0
2,2021-11-24,2021-09-06,3031,Gieten,1321081694458.0
2,2021-11-24,2021-09-06,1028,Onderdendam,1857018290698.0
2,2021-11-24,2021-09-06,22012,Oostburg,6709481235095.0
2,2021-11-24,2021-09-06,22008,Retranchement,21819040394970.0
2,2021-11-24,2021-09-06,10034,Ronde Venen,31353277963584.0
2,2021-11-24,2021-09-06,11006,Uithoorn,38092201278860.0
2,2021-11-24,2021-09-06,31005,Westpoort,61438882577472.0
2,2021-11-24,2021-09-06,20011,Willem Annapolder,14078014272955.0
2,2021-11-24,2021-09-02,13048,Waddinxveen-Randenburg,20814223669464.0
2,2021-11-24,2021-09-01,25013,Riel,265117440587.0
2,2021-11-24,2021-09-02,4019,Deventer,136596761869169.0
2,2021-11-24,2021-09-02,1032,Marum,12867302860029.0
2,2021-11-24,2021-09-04,1040,Vriescheloo,2415910783959.0
2,2021-11-24,2021-09-06,2025,Akkrum,0.0
2,2021-11-24,2021-09-06,8022,Apeldoorn,4137719679998.0
2,2021-11-24,2021-09-06,2023,Bolsward,7592805164802.0
2,2021-11-24,2021-09-06,3034,Coevorden,6154514018947.0
2,2021-11-24,2021-09-06,8011,Harderwijk,7417080250083.0
2,2021-11-24,2021-09-06,8026,Hattem,9029771360644.0
2,2021-11-24,2021-09-06,8016,Heerde,7505052081579.0
2,2021-11-24,2021-09-06,2031,Heerenveen,2766405113740.0
2,2021-11-24,2021-09-06,1029,Leek,357509298709.0
2,2021-11-24,2021-09-06,2011,Leeuwarden,9160064175291.0
2,2021-11-24,2021-09-06,2027,Lemmer,6970478562507.0
2,2021-11-24,2021-09-06,1032,Marum,52330838851.0
2,2021-11-24,2021-09-06,2024,Sloten,1001343029793.0
2,2021-11-24,2021-09-06,2018,Sneek,245669231692.0
2,2021-11-24,2021-09-06,8025,Terwolde,2755120862295.0
2,2021-11-24,2021-09-06,1024,Ulrum,0.0
2,2021-11-24,2021-09-06,1045,Veendam,498731726679.0
2,2021-11-24,2021-09-06,1041,Wehe Den Hoorn,2094884525681.0
2,2021-11-24,2021-09-06,2030,Workum,4375098602568.0
2,2021-11-24,2021-09-04,2027,Lemmer,3822735629424.0
2,2021-11-24,2021-09-04,2031,Heerenveen,17631904549251.0
2,2021-11-24,2021-09-04,2016,Wolvega,11187933776105.0
2,2021-11-24,2021-09-04,2018,Sneek,19234987081122.0
2,2021-11-24,2021-09-05,2023,Bolsward,15285350837785.0
2,2021-11-24,2021-09-04,2011,Leeuwarden,17163991262966.0
2,2021-11-24,2021-09-04,2030,Workum,76724844720674.0
2,2021-11-24,2021-09-04,2025,Akkrum,1511379656305.0
2,2021-11-24,2021-09-04,2037,Warns,4152125125255.0
2,2021-11-24,2021-09-05,2037,Warns,15793363281782.0
2,2021-11-24,2021-09-04,2024,Sloten,4296159848937.0
2,2021-11-24,2021-09-05,2024,Sloten,9521886541131.0
2,2021-11-24,2021-09-05,2013,Burgum,695438966050.0
2,2021-11-24,2021-09-05,5003,Glanerbrug,17452008885077.0
2,2021-11-24,2021-09-03,5016,Goor,2468318775339.0
2,2021-11-24,2021-09-03,5001,Haaksbergen,6562837749356.0
2,2021-11-24,2021-09-03,5015,Losser,14193260659797.0
2,2021-11-24,2021-09-04,5023,Nijverdal,1677702608726.0
2,2021-11-24,2021-09-04,5022,Rijssen,11513062017576.0
2,2021-11-24,2021-09-06,2037,Warns,950747140373.0
2,2021-11-24,2021-09-06,2016,Wolvega,3808357794745.0
2,2021-11-24,2021-09-06,28003,Aarle-Rixtel,2445421465222.0
2,2021-11-24,2021-09-06,17004,Ammerstol,0.0
2,2021-11-24,2021-09-06,17068,Berkenwoude,0.0
2,2021-11-24,2021-09-06,27004,Boxtel,1352376206141.0
2,2021-11-24,2021-09-06,10031,Breukelen,3700372575453.0
2,2021-11-24,2021-09-06,10025,Bunnik,0.0
2,2021-11-24,2021-09-06,15007,De Groote Lucht,2887663284768.0
2,2021-11-24,2021-09-06,17053,De Groote Zaag,2160777213587.0
2,2021-11-24,2021-09-06,28005,Dinther,119122492284.0
2,2021-11-24,2021-09-06,10008,Driebergen,265070350528.0
2,2021-11-24,2021-09-06,9039,Dreumel,3507591059431.0
2,2021-11-24,2021-09-06,9027,Druten,3704328688599.0
2,2021-11-24,2021-09-06,27003,Eindhoven,12478260973860.0
2,2021-11-24,2021-09-06,16011,Groenedijk,5881937234910.0
2,2021-11-24,2021-09-06,9010,Groesbeek,5056872312715.0
2,2021-11-24,2021-09-06,13012,Haarlem Schalkwijk,11911231800442.0
2,2021-11-24,2021-09-06,13010,Haarlem Waarderpolder,8523518094025.0
2,2021-11-24,2021-09-06,17026,Hardinxveld-Giessendam,8241206568914.0
2,2021-11-24,2021-09-02,32002,Tilburg,7050117315570.0
2,2021-11-24,2021-09-02,1011,Uithuizermeeden,710666300805.0
2,2021-11-24,2021-09-02,17045,Oud-Beijerland,2110223690728.0
2,2021-11-24,2021-09-05,30017,Venlo,2879994348189.0
2,2021-11-24,2021-09-05,5019,Almelo-Vissedijk,13074482587723.0
2,2021-11-24,2021-09-06,17016,Alblasserdam,6147949920172.0
2,2021-11-24,2021-09-06,13049,Alphen Kerk En Zanen,8945605647341.0
2,2021-11-24,2021-09-06,13035,Alphen Noord,3391759536463.0
2,2021-11-24,2021-09-06,28002,Asten,1142711102892.0
2,2021-11-24,2021-09-06,25026,Baarle-Nassau,305223574398.0
2,2021-11-24,2021-09-06,25021,Bath,9309984244068.0
2,2021-11-24,2021-09-06,25019,Chaam,1341308012870.0
2,2021-11-24,2021-09-06,25023,Dongemond,7746487417746.0
2,2021-11-24,2021-09-06,13039,Gouda,5393891811565.0
2,2021-11-24,2021-09-06,27009,Haaren,546614160590.0
2,2021-11-24,2021-09-06,17067,Haastrecht,1785376350379.0
2,2021-11-24,2021-09-06,27005,Hapert,334033403902.0
2,2021-11-24,2021-09-06,25020,Kaatsheuvel,2999406429636.0
2,2021-11-24,2021-09-06,13041,Katwijk,3037043289800.0
2,2021-11-24,2021-09-06,16009,Kortenoord,7681246608478.0
2,2021-11-24,2021-09-06,16010,Kralingseveer,7640491520073.0
2,2021-11-24,2021-09-06,25027,Lage Zwaluwe,316673037591.0
2,2021-11-24,2021-09-06,29003,Land Van Cuijk,15927531602953.0
2,2021-11-24,2021-09-06,13046,Leiden Noord,20125486502258.0
2,2021-11-24,2021-09-06,14003,Leidsche Rijn,6378504460638.0
2,2021-11-24,2021-09-06,13030,Leimuiden,5332063197583.0
2,2021-11-24,2021-09-06,13034,Lisse,1678687862610.0
2,2021-11-24,2021-09-06,10038,Lopik,69238459355933.0
2,2021-11-24,2021-09-06,9030,Maasbommel,0.0
2,2021-11-24,2021-09-06,10024,Montfoort,2287957718208.0
2,2021-11-24,2021-09-06,15004,Nieuwe Waterweg,21395117089010.0
2,2021-11-24,2021-09-06,10028,Nieuwegein,22723844087970.0
2,2021-11-24,2021-09-06,13038,Nieuwveen,2026446366667.0
2,2021-11-24,2021-09-06,25017,Nieuwveer,10094012764537.0
2,2021-11-24,2021-09-06,9024,Nijmegen,8439547215325.0
2,2021-11-24,2021-08-31,2015,Gorredijk,2830078696653.0
2,2021-11-24,2021-09-05,17016,Alblasserdam,2178305558811.0
2,2021-11-24,2021-09-05,27004,Boxtel,2626362308136.0
2,2021-11-24,2021-09-02,4016,Ommen,25286070622046.0
2,2021-11-24,2021-09-05,2029,Birdaard,2916222934612.0
2,2021-11-24,2021-09-05,2020,Ameland,724067403613.0
2,2021-11-24,2021-09-05,2021,Damwoude,6066481144520.0
2,2021-11-24,2021-09-05,2028,Dokkum,7418740074744.0
2,2021-11-24,2021-09-05,2012,Drachten,5981148660933.0
2,2021-11-24,2021-09-05,2038,Franeker,3224885452016.0
2,2021-11-24,2021-09-05,2036,Grouw,8941010599515.0
2,2021-11-24,2021-09-05,2032,Harlingen,1737630379173.0
2,2021-11-24,2021-09-05,2019,Kootstertille,5019023614540.0
2,2021-11-24,2021-09-03,2015,Gorredijk,3383804737401.0
2,2021-11-24,2021-09-05,2002,Oosterwolde,2471937360867.0
2,2021-11-24,2021-09-02,13049,Alphen Kerk En Zanen,23378841631241.0
2,2021-11-24,2021-09-02,17004,Ammerstol,0.0
2,2021-11-24,2021-09-02,17079,Barendrecht,50414752283246.0
2,2021-11-24,2021-09-02,17068,Berkenwoude,6472250642953.0
2,2021-11-24,2021-09-02,27011,Biest-Houtakker,7846688188203.0
2,2021-11-24,2021-09-02,17053,De Groote Zaag,19732857552694.0
2,2021-11-24,2021-09-02,1044,Delfzijl,5994024990397.0
2,2021-11-24,2021-09-02,17074,Den Bommel,1259273344386.0
2,2021-11-24,2021-09-02,25028,Dinteloord,44803827267003.0
2,2021-11-24,2021-09-02,3030,Eelde,20810093435283.0
2,2021-11-24,2021-09-02,27003,Eindhoven,12098938983290.0
2,2021-11-24,2021-09-02,1034,Feerwerd,0.0
2,2021-11-24,2021-09-02,1033,Garmerwolde,10373682228264.0
2,2021-11-24,2021-09-02,17048,Goedereede,6825835495644.0
2,2021-11-24,2021-09-02,1029,Leek,4276527352249.0
2,2021-11-24,2021-09-02,17055,Middelharnis,2933969908598.0
2,2021-11-24,2021-09-02,13038,Nieuwveen,25564771567236.0
2,2021-11-24,2021-09-02,4006,Olst,2616399297471.0
2,2021-11-24,2021-09-02,1028,Onderdendam,5185517126260.0
2,2021-11-24,2021-09-02,17075,Ooltgensplaat,1468656028481.0
2,2021-11-24,2021-09-02,17054,Piershil,1514685570546.0
2,2021-11-24,2021-09-02,4021,Raalte,275366685770.0
2,2021-11-24,2021-09-02,2026,Terschelling,21807544693301.0
2,2021-11-24,2021-09-02,1024,Ulrum,2128569035421.0
2,2021-11-24,2021-09-02,1045,Veendam,242880673191.0
2,2021-11-24,2021-09-02,10021,Veenendaal,22053173031073.0
2,2021-11-24,2021-09-02,25014,Waspik,0.0
2,2021-11-24,2021-09-02,1041,Wehe Den Hoorn,2991842136950.0
2,2021-11-24,2021-09-02,25029,Willemstad,1116772981087.0
2,2021-11-24,2021-09-02,1030,Winsum,12243910628256.0
2,2021-11-24,2021-09-02,2030,Workum,27641208452980.0
2,2021-11-24,2021-09-02,7019,Zutphen,305584636167.0
2,2021-11-24,2021-09-02,13005,Zwanenburg,17984083346715.0
2,2021-11-24,2021-09-02,17078,Zwijndrecht,5923600653157.0
2,2021-11-24,2021-09-07,12014,Beemster,12382348023790.0
2,2021-11-24,2021-09-07,12010,Zaandam-Oost,35278884244730.0
2,2021-11-24,2021-09-07,7002,Aalten,5861392083283.0
2,2021-11-24,2021-09-07,12006,Alkmaar,49699843990487.0
2,2021-11-24,2021-09-07,8022,Apeldoorn,5214330772799.0
2,2021-11-24,2021-09-07,7018,Dinxperlo,703218308044.0
2,2021-11-24,2021-09-07,8009,Elburg,38942508825119.0
2,2021-11-24,2021-09-07,8017,Epe,6234219402145.0
2,2021-11-24,2021-09-07,7022,Etten,1079111270790.0
2,2021-11-24,2021-09-07,12012,Everstekoog,6066722401011.0
2,2021-11-24,2021-09-07,7023,Haarlo,1336524865026.0
2,2021-11-24,2021-09-07,8026,Hattem,19191137163954.0
2,2021-11-24,2021-09-07,12001,Heiloo,430612539176.0
2,2021-11-24,2021-09-07,11004,Hilversum,6918161026520.0
2,2021-11-24,2021-09-07,4022,Holten,1658914317815.0
2,2021-11-24,2021-09-07,11013,Horstermeer,5529130964658.0
2,2021-11-24,2021-09-07,11012,Huizen,14704320802591.0
2,2021-11-24,2021-09-07,12016,Katwoude,12817240461941.0
2,2021-11-24,2021-09-07,7015,Lichtenvoorde,4174817527562.0
2,2021-11-24,2021-09-07,10037,Loenen,1970364112372.0
2,2021-11-24,2021-09-07,7020,Nieuwgraaf,10900565943400.0
2,2021-11-24,2021-09-07,7021,Olburgen,9328619183891.0
2,2021-11-24,2021-09-07,12026,Oosthuizen,3391098594176.0
2,2021-11-24,2021-09-07,7014,Ruurlo,4792367130173.0
